,Company,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Price_euros
434,5,15.6,2.0,62.0,16,27.0,76.0,2,2449.0
435,3,17.3,2.0,10.0,8,,26.0,2,1695.0
436,1,15.6,4.0,68.0,4,24.0,29.0,2,347.0
437,16,12.3,25.0,5.0,16,27.0,39.0,7,2199.0
438,5,14.0,23.0,65.0,24,27.0,40.0,2,2382.0
439,3,15.6,2.0,94.0,4,15.0,40.0,4,559.0
440,5,17.3,19.0,74.0,8,10.0,11.0,2,519.0
441,4,15.6,2.0,26.0,4,15.0,5.0,2,749.0
442,5,12.5,5.0,94.0,8,15.0,40.0,2,1429.0
443,5,15.6,2.0,88.0,4,4.0,32.0,2,349.0
444,1,15.6,5.0,43.0,8,,54.0,2,1099.0
445,4,14.0,2.0,82.0,8,15.0,51.0,2,1179.0
446,2,15.6,4.0,94.0,4,24.0,40.0,4,441.8
447,4,15.6,2.0,69.0,8,,80.0,2,1993.0
448,7,15.6,2.0,8.0,8,15.0,54.0,2,1027.74
449,8,13.5,10.0,50.0,16,27.0,43.0,6,2589.0
450,1,15.6,4.0,94.0,8,4.0,40.0,2,589.0
451,4,15.6,5.0,48.0,16,15.0,80.0,2,1975.0
452,1,15.6,5.0,62.0,8,27.0,40.0,2,1534.0
453,5,14.0,2.0,94.0,8,15.0,40.0,2,1345.0
454,4,15.6,2.0,17.0,8,,5.0,2,979.0
455,4,11.6,21.0,23.0,4,24.0,30.0,2,479.0
456,4,17.3,5.0,,8,10.0,57.0,2,2046.0
457,8,13.5,10.0,3.0,4,4.0,39.0,6,989.0
458,8,13.5,10.0,50.0,8,15.0,43.0,6,1799.0
459,1,17.3,19.0,6.0,8,15.0,35.0,2,639.9
460,2,15.6,2.0,6.0,4,10.0,52.0,2,544.0
461,2,11.6,4.0,68.0,4,4.0,29.0,2,435.0
462,3,15.6,2.0,94.0,8,10.0,40.0,2,749.0
463,5,14.0,5.0,65.0,8,27.0,,1,799.0
464,5,15.6,2.0,62.0,8,15.0,76.0,2,2090.0
465,3,15.6,4.0,88.0,4,24.0,31.0,2,304.0
466,2,15.6,4.0,6.0,4,24.0,61.0,2,469.0
467,4,15.6,2.0,26.0,8,20.0,5.0,2,759.0
468,1,17.3,5.0,43.0,12,10.0,57.0,2,1699.0
469,5,14.0,24.0,81.0,12,15.0,35.0,2,1858.0
470,1,13.3,13.0,17.0,8,27.0,46.0,2,1999.0
471,1,15.6,2.0,94.0,8,24.0,,2,1154.0
472,16,12.3,25.0,61.0,8,4.0,39.0,7,1275.0
473,4,13.3,7.0,26.0,8,15.0,46.0,2,1841.85
474,3,15.6,15.0,98.0,12,,36.0,2,1299.0
475,4,14.0,4.0,64.0,8,4.0,35.0,2,740.0
476,4,15.6,2.0,43.0,8,15.0,73.0,2,2408.0
477,5,14.0,2.0,94.0,8,9.0,40.0,2,1364.0
478,4,15.6,2.0,26.0,8,10.0,4.0,2,675.0
479,9,13.3,5.0,94.0,8,15.0,40.0,2,1672.0
480,4,15.6,5.0,17.0,8,27.0,52.0,2,1262.0
481,4,15.6,4.0,90.0,4,10.0,40.0,2,586.6
482,1,13.3,5.0,26.0,4,4.0,46.0,2,726.0
483,6,15.6,2.0,11.0,4,32.0,28.0,2,248.9
484,5,15.6,4.0,60.0,4,4.0,35.0,2,565.0
485,5,14.0,5.0,26.0,8,15.0,46.0,2,1049.0
486,4,15.6,5.0,48.0,16,27.0,80.0,2,2338.0
487,4,15.6,2.0,43.0,16,27.0,54.0,2,1899.0
488,5,12.5,5.0,65.0,16,27.0,40.0,2,1798.0
489,3,12.5,2.0,65.0,16,27.0,40.0,2,1950.0
490,5,15.6,5.0,94.0,8,15.0,52.0,2,1011.99
491,9,13.3,7.0,65.0,32,27.0,40.0,2,2799.0
492,3,15.6,2.0,43.0,8,,54.0,2,1350.0
493,2,15.6,4.0,95.0,8,10.0,23.0,2,579.0
494,3,17.3,6.0,98.0,24,,64.0,2,1269.0
495,5,12.5,20.0,0.0,8,9.0,35.0,2,1099.0
496,5,15.6,2.0,17.0,8,15.0,46.0,2,898.9
497,1,14.0,2.0,,8,11.0,40.0,2,1749.0
498,5,13.3,5.0,90.0,8,15.0,40.0,2,949.0
499,5,15.6,5.0,94.0,8,15.0,40.0,2,911.0
500,3,11.6,4.0,66.0,4,32.0,31.0,6,340.0
501,1,15.6,4.0,94.0,8,15.0,4.0,2,618.99
502,5,13.9,6.0,26.0,8,15.0,46.0,2,1599.0
503,5,14.0,4.0,66.0,4,24.0,31.0,2,299.0
504,5,11.6,4.0,68.0,4,8.0,29.0,7,265.0
505,5,13.3,2.0,94.0,8,15.0,40.0,2,949.0
506,3,15.6,2.0,65.0,8,,40.0,2,1224.0
507,2,15.6,5.0,26.0,4,10.0,69.0,2,613.0
508,1,13.3,5.0,65.0,8,27.0,40.0,2,1323.0
509,5,15.6,5.0,43.0,8,,57.0,1,1149.0
510,4,13.3,6.0,94.0,8,4.0,40.0,2,899.0
511,2,15.6,2.0,65.0,4,24.0,52.0,2,639.0
512,4,15.6,2.0,94.0,8,10.0,40.0,2,836.0
513,4,15.6,2.0,17.0,16,,5.0,2,1219.24
514,11,15.6,5.0,17.0,16,15.0,69.0,1,1399.95
515,3,11.6,4.0,66.0,2,21.0,31.0,2,245.0
516,1,15.6,21.0,26.0,4,10.0,46.0,2,521.47
517,3,15.6,2.0,43.0,24,27.0,,2,2968.0
518,1,15.6,2.0,94.0,8,15.0,51.0,2,889.0
519,3,17.3,2.0,43.0,16,,,2,1504.0
520,5,15.6,5.0,43.0,8,,57.0,2,1399.0
521,1,13.3,5.0,65.0,8,15.0,40.0,2,1399.0
522,4,14.0,2.0,29.0,8,15.0,40.0,2,1279.73
523,1,15.6,4.0,6.0,4,4.0,35.0,2,689.0
524,4,17.3,5.0,26.0,8,,5.0,4,889.0
525,5,14.0,2.0,0.0,8,15.0,35.0,8,1340.0
526,5,15.6,2.0,65.0,4,10.0,49.0,2,799.0
527,5,15.6,4.0,6.0,8,20.0,,1,459.0
528,4,15.6,2.0,94.0,4,24.0,18.0,2,585.0
529,4,15.6,2.0,82.0,8,15.0,40.0,2,1377.0
530,4,17.3,5.0,43.0,16,,58.0,2,3012.77
531,9,15.6,5.0,94.0,8,24.0,40.0,2,860.0
532,3,15.6,15.0,65.0,8,,63.0,2,1299.0
533,14,13.3,5.0,25.0,4,23.0,31.0,2,369.0
534,3,15.6,5.0,8.0,8,,57.0,2,1649.0
535,4,15.6,2.0,,8,15.0,51.0,2,1369.0
536,4,15.6,2.0,26.0,8,15.0,5.0,2,797.41
537,1,15.6,2.0,23.0,4,15.0,30.0,2,398.99
538,1,17.3,2.0,43.0,12,10.0,57.0,2,1799.0
539,5,14.0,5.0,65.0,8,15.0,52.0,2,859.0
540,4,13.3,11.0,17.0,8,15.0,46.0,2,1399.0
541,4,14.0,2.0,6.0,4,4.0,35.0,2,735.87
542,1,13.3,,65.0,8,15.0,40.0,2,1145.0
543,2,15.6,2.0,8.0,8,10.0,54.0,4,798.0
544,3,15.6,4.0,63.0,4,24.0,10.0,2,349.0
545,1,15.6,2.0,90.0,4,4.0,40.0,2,705.5
546,5,14.0,2.0,94.0,4,24.0,40.0,2,785.0
547,5,15.6,2.0,0.0,4,10.0,35.0,1,462.35
548,1,15.6,2.0,6.0,4,24.0,35.0,2,397.0
549,5,15.6,5.0,65.0,8,27.0,40.0,2,1729.0
550,5,15.6,2.0,6.0,4,4.0,35.0,2,499.0
551,4,15.6,2.0,94.0,8,15.0,40.0,2,1116.99
552,4,17.3,5.0,43.0,16,,58.0,2,2699.0
553,1,17.3,19.0,6.0,8,10.0,35.0,2,544.15
554,1,17.3,2.0,65.0,8,10.0,51.0,2,1280.0
555,3,15.6,4.0,66.0,4,24.0,31.0,4,224.0
556,14,13.3,5.0,11.0,4,21.0,28.0,2,255.0
557,5,17.3,19.0,65.0,6,,52.0,2,949.0
558,1,15.6,5.0,33.0,6,4.0,5.0,2,568.9
559,4,15.6,4.0,6.0,4,10.0,16.0,2,617.9
560,2,11.6,6.0,,4,21.0,31.0,2,349.0
561,5,15.6,2.0,22.0,4,4.0,40.0,2,630.0
562,1,13.3,29.0,76.0,16,27.0,34.0,2,1965.0
563,5,17.3,5.0,43.0,8,15.0,81.0,2,2999.0
564,3,15.6,2.0,8.0,8,,54.0,2,839.0
565,4,13.3,13.0,26.0,8,4.0,46.0,2,1599.0
566,4,15.6,4.0,29.0,4,24.0,40.0,2,959.0
567,17,15.6,4.0,94.0,8,10.0,40.0,2,739.0
568,5,15.6,2.0,88.0,4,24.0,32.0,2,344.0
569,5,14.0,4.0,94.0,4,24.0,40.0,2,990.0
570,1,17.3,19.0,82.0,8,24.0,73.0,2,1860.99
571,1,14.0,4.0,23.0,8,20.0,30.0,2,389.0
572,1,15.6,5.0,45.0,6,15.0,5.0,2,649.0
573,5,15.6,2.0,94.0,8,15.0,40.0,2,830.0
574,5,15.6,2.0,26.0,4,24.0,40.0,2,685.0
575,14,14.0,2.0,11.0,4,23.0,28.0,2,249.0
576,9,14.0,7.0,65.0,16,27.0,40.0,2,1865.0
577,5,17.3,5.0,39.0,32,,58.0,2,2663.0
578,7,17.3,2.0,73.0,16,,58.0,2,2729.0
579,4,15.6,2.0,65.0,8,15.0,18.0,4,749.01
580,14,14.0,5.0,25.0,4,23.0,31.0,2,389.0
581,4,15.6,4.0,29.0,8,24.0,40.0,2,1008.52
582,1,13.3,2.0,90.0,4,4.0,40.0,2,719.0
583,4,15.6,2.0,,16,15.0,51.0,2,1537.39
584,4,11.6,4.0,68.0,4,7.0,29.0,7,295.0
585,7,17.3,2.0,39.0,16,,67.0,2,2349.0
586,1,17.3,5.0,43.0,16,,54.0,2,1498.0
587,5,14.0,5.0,81.0,12,15.0,35.0,2,1673.0
588,5,15.6,21.0,17.0,12,10.0,40.0,2,609.0
589,3,17.3,5.0,8.0,8,,57.0,2,1770.0
590,3,15.6,21.0,94.0,8,10.0,35.0,2,739.0
591,5,15.6,2.0,87.0,12,27.0,5.0,2,949.0
592,4,11.6,21.0,51.0,4,4.0,39.0,2,603.0
593,15,15.6,2.0,43.0,16,,54.0,2,1699.0
594,5,17.3,2.0,6.0,4,24.0,35.0,1,529.0
595,5,15.6,4.0,64.0,8,10.0,35.0,2,459.0
596,5,13.3,6.0,65.0,8,27.0,40.0,2,2025.0
597,5,14.0,5.0,8.0,8,15.0,,2,1474.0
598,4,12.5,7.0,94.0,8,15.0,40.0,2,1670.0
599,4,15.6,7.0,43.0,8,15.0,80.0,2,1763.0
600,1,15.6,2.0,65.0,8,15.0,40.0,2,1219.0
601,1,15.6,4.0,90.0,4,24.0,40.0,2,668.48
602,2,14.0,2.0,25.0,4,21.0,31.0,2,329.0
603,7,17.3,2.0,39.0,16,,65.0,2,2199.0
604,4,15.6,4.0,6.0,4,10.0,16.0,4,465.0
605,7,15.6,,43.0,16,,57.0,2,2299.0
606,9,15.6,5.0,79.0,8,15.0,35.0,2,1399.0
607,5,15.6,2.0,94.0,6,10.0,40.0,2,564.0
608,5,15.6,6.0,43.0,8,15.0,,2,1299.0
609,2,14.0,4.0,23.0,4,2.0,30.0,2,349.0
610,5,15.6,15.0,85.0,32,11.0,76.0,2,4899.0
611,4,15.6,2.0,98.0,16,10.0,,2,879.01
612,4,15.6,4.0,60.0,4,10.0,35.0,4,443.9
613,4,15.6,4.0,60.0,4,10.0,35.0,4,359.0
614,4,15.6,4.0,29.0,4,24.0,40.0,4,869.0
615,3,17.3,2.0,43.0,8,,54.0,2,1168.0
616,4,15.6,2.0,94.0,4,4.0,16.0,4,569.0
617,1,15.6,2.0,65.0,8,27.0,40.0,2,1389.0
618,7,15.6,2.0,43.0,16,,58.0,2,2267.86
619,2,11.6,,89.0,4,21.0,29.0,7,379.0
620,1,14.0,4.0,29.0,8,15.0,40.0,2,1124.0
621,5,14.0,2.0,0.0,8,15.0,35.0,8,1465.0
622,4,15.6,2.0,26.0,4,10.0,5.0,2,776.0
623,17,15.6,4.0,94.0,8,15.0,40.0,2,799.0
624,1,15.6,4.0,0.0,4,24.0,35.0,8,932.0
625,5,15.6,2.0,65.0,8,10.0,49.0,2,899.0
626,14,14.0,2.0,11.0,2,21.0,28.0,2,239.0
627,5,15.6,2.0,94.0,4,4.0,40.0,1,468.0
628,3,13.3,7.0,94.0,6,10.0,40.0,2,639.01
629,4,15.6,2.0,43.0,8,15.0,54.0,2,1820.0
630,3,14.0,2.0,65.0,16,27.0,40.0,2,1900.0
631,4,15.6,2.0,43.0,16,,55.0,2,1479.0
632,5,15.6,2.0,26.0,4,15.0,46.0,2,829.0
633,5,15.6,2.0,6.0,4,10.0,,2,579.0
634,3,15.6,4.0,66.0,8,10.0,31.0,2,399.0
635,3,15.6,2.0,8.0,8,10.0,54.0,2,906.62
636,4,13.3,11.0,26.0,8,15.0,46.0,2,1869.0
637,5,14.0,4.0,68.0,2,21.0,29.0,2,249.0
638,5,13.3,6.0,65.0,8,15.0,40.0,2,1757.42
639,4,15.6,14.0,43.0,16,11.0,54.0,2,2399.0
640,5,15.6,5.0,43.0,8,,56.0,2,1109.0
641,1,17.0,19.0,7.0,8,10.0,13.0,2,520.9
642,5,14.0,5.0,65.0,16,27.0,40.0,2,2450.0
643,3,15.6,5.0,43.0,8,10.0,55.0,1,1169.0
644,2,15.6,4.0,6.0,4,24.0,35.0,2,450.0
645,5,14.0,4.0,68.0,4,21.0,28.0,2,274.0
646,2,14.0,5.0,94.0,8,15.0,,2,919.0
647,13,14.0,2.0,43.0,16,15.0,57.0,2,2599.0
648,9,13.3,2.0,0.0,8,15.0,35.0,2,1213.0
649,5,12.5,5.0,65.0,8,15.0,40.0,2,1584.0
650,3,17.3,5.0,39.0,32,27.0,60.0,2,2799.0
651,2,15.6,2.0,8.0,8,10.0,54.0,4,709.0
652,4,13.3,2.0,26.0,8,15.0,46.0,2,1449.9
653,7,15.6,2.0,43.0,8,,55.0,2,1191.8
654,1,15.6,4.0,6.0,4,24.0,35.0,1,364.9
655,9,15.6,5.0,94.0,8,24.0,40.0,2,1064.0
656,4,15.6,2.0,17.0,8,15.0,5.0,2,919.0
657,4,15.6,2.0,17.0,16,,5.0,2,1135.0
658,5,15.6,5.0,98.0,8,,,2,1196.0
659,4,17.3,15.0,43.0,32,,58.0,2,3147.37
660,4,14.0,2.0,41.0,8,15.0,35.0,2,1229.0
661,5,15.6,4.0,66.0,4,24.0,31.0,2,419.0
662,5,15.6,2.0,0.0,4,24.0,35.0,2,535.0
663,1,15.6,28.0,6.0,6,10.0,18.0,2,539.0
664,7,17.3,2.0,43.0,8,,57.0,2,1486.77
665,9,15.6,4.0,35.0,4,4.0,35.0,2,498.0
666,4,15.6,2.0,94.0,8,10.0,40.0,2,955.0
667,1,15.6,2.0,65.0,8,10.0,5.0,2,745.0
668,9,15.6,5.0,94.0,8,15.0,40.0,2,1258.0
669,2,15.6,4.0,6.0,4,4.0,35.0,4,412.0
670,8,13.5,10.0,,8,15.0,43.0,6,1867.85
671,5,15.6,2.0,94.0,8,,18.0,2,817.95
672,5,13.3,6.0,94.0,8,15.0,40.0,2,1034.0
673,5,15.6,4.0,,4,4.0,10.0,2,349.0
674,1,14.0,6.0,90.0,4,4.0,52.0,2,699.0
675,7,15.6,2.0,43.0,16,,54.0,2,1294.0
676,3,14.0,2.0,94.0,8,15.0,40.0,2,1135.0
677,1,11.6,21.0,66.0,8,32.0,31.0,7,495.0
678,18,15.6,5.0,17.0,8,27.0,40.0,2,2299.0
679,2,15.6,2.0,8.0,16,15.0,55.0,2,1299.0
680,7,15.6,2.0,8.0,8,15.0,54.0,2,997.9
681,3,15.6,4.0,66.0,4,4.0,31.0,2,419.0
682,4,15.6,2.0,8.0,16,,57.0,2,2051.0
683,1,17.3,5.0,6.0,4,15.0,,2,699.0
684,5,13.3,6.0,17.0,8,27.0,46.0,2,1499.0
685,4,15.6,2.0,73.0,16,,58.0,2,2813.75
686,1,15.6,4.0,94.0,4,24.0,4.0,2,612.61
687,4,15.6,4.0,6.0,4,10.0,18.0,2,545.67
688,1,17.3,5.0,37.0,6,20.0,21.0,2,569.0
689,5,15.6,4.0,96.0,4,24.0,33.0,2,318.0
690,2,14.0,4.0,96.0,4,21.0,33.0,7,375.0
691,5,14.0,2.0,94.0,4,15.0,40.0,2,699.0
692,1,17.3,2.0,43.0,8,24.0,73.0,2,1907.99
693,5,14.0,12.0,65.0,8,15.0,40.0,2,2590.0
694,9,13.3,5.0,94.0,8,15.0,40.0,2,973.0
695,2,11.6,4.0,27.0,4,21.0,28.0,2,269.0
696,5,14.0,7.0,65.0,16,27.0,40.0,2,1749.0
697,3,12.5,7.0,9.0,4,32.0,34.0,7,669.0
698,9,13.3,7.0,79.0,16,27.0,35.0,2,1877.0
699,1,15.6,5.0,65.0,4,24.0,5.0,2,689.0
700,4,15.6,2.0,8.0,8,10.0,54.0,2,819.0
701,5,15.6,2.0,,4,15.0,5.0,2,399.0
702,5,15.6,4.0,87.0,8,10.0,19.0,2,429.0
703,5,15.6,2.0,94.0,4,,40.0,2,621.45
704,5,15.6,4.0,6.0,4,24.0,35.0,1,450.0
705,4,15.6,2.0,94.0,8,15.0,40.0,2,795.0
706,2,13.3,6.0,26.0,8,15.0,46.0,2,999.0
707,5,15.6,2.0,79.0,16,27.0,79.0,8,1855.0
708,5,14.0,2.0,57.0,8,15.0,35.0,2,1191.0
709,1,17.3,5.0,95.0,6,20.0,5.0,2,655.01
710,5,15.6,5.0,43.0,8,,55.0,2,1249.0
711,4,14.0,2.0,82.0,8,15.0,51.0,4,1089.0
712,4,15.6,2.0,94.0,8,10.0,40.0,4,726.0
713,3,14.0,2.0,66.0,4,21.0,31.0,2,298.0
714,4,15.6,2.0,29.0,16,27.0,40.0,2,1426.66
715,5,14.0,5.0,94.0,8,15.0,49.0,2,857.07
716,4,15.6,2.0,29.0,8,15.0,40.0,2,1179.0
717,5,15.6,4.0,38.0,4,24.0,11.0,2,298.0
718,14,14.0,,1.0,4,22.0,29.0,2,265.0
719,1,17.3,2.0,65.0,8,15.0,51.0,2,1200.0
720,5,14.0,24.0,79.0,8,27.0,35.0,2,1686.64
721,1,13.3,,94.0,8,15.0,40.0,2,836.6
722,5,14.0,5.0,94.0,8,15.0,40.0,2,1499.0
723,4,17.3,,43.0,32,,58.0,2,3659.4
724,7,17.3,2.0,43.0,8,,55.0,2,1348.48
725,5,15.6,4.0,94.0,4,10.0,40.0,1,489.9
726,4,15.6,2.0,26.0,8,,5.0,2,719.0
727,4,13.3,7.0,90.0,4,10.0,40.0,2,649.0
728,4,15.6,4.0,94.0,8,10.0,22.0,4,589.52
729,1,15.6,2.0,7.0,4,10.0,4.0,2,489.0
730,2,17.3,5.0,98.0,16,,57.0,2,1935.0
731,4,15.6,4.0,94.0,12,10.0,40.0,2,649.0
732,1,15.6,2.0,45.0,6,,4.0,2,650.0
733,2,15.6,4.0,94.0,4,24.0,40.0,2,559.0
734,5,13.3,5.0,94.0,8,15.0,40.0,2,960.0
735,5,15.6,2.0,65.0,4,10.0,40.0,2,779.0
736,1,15.6,2.0,43.0,16,15.0,75.0,2,2419.0
737,4,13.3,7.0,26.0,8,10.0,46.0,2,659.0
738,7,15.6,2.0,43.0,16,,57.0,2,2094.48
739,2,15.6,4.0,6.0,4,24.0,35.0,2,410.8
740,4,15.6,2.0,65.0,8,,52.0,2,1207.0
741,4,15.6,4.0,6.0,8,15.0,35.0,2,665.0
742,9,14.0,6.0,94.0,8,15.0,40.0,2,1535.0
743,5,14.0,7.0,94.0,8,15.0,40.0,2,999.0
744,5,15.6,15.0,,16,11.0,79.0,2,3299.0
745,2,14.0,4.0,68.0,2,21.0,29.0,7,330.0
746,15,13.3,2.0,65.0,16,15.0,40.0,2,1649.0
747,1,15.6,2.0,6.0,8,15.0,35.0,2,539.0
748,4,14.0,4.0,94.0,8,15.0,40.0,2,1126.71
749,1,17.3,5.0,83.0,16,15.0,74.0,8,4389.0
750,5,11.6,21.0,68.0,4,4.0,29.0,2,475.0
751,1,15.6,2.0,41.0,8,15.0,35.0,2,1900.0
752,3,15.6,4.0,57.0,4,10.0,62.0,1,579.0
753,5,14.0,2.0,0.0,4,9.0,35.0,2,1096.0
754,3,15.6,4.0,65.0,4,15.0,40.0,2,849.9
755,5,13.3,29.0,,8,15.0,,2,1199.0
756,1,15.6,5.0,8.0,8,,54.0,2,1099.0
757,1,15.6,2.0,98.0,8,15.0,72.0,8,1561.0
758,4,15.6,15.0,43.0,16,,58.0,2,2868.99
759,2,15.6,4.0,94.0,4,15.0,40.0,2,599.0
760,5,15.6,5.0,43.0,8,,54.0,2,1048.0
761,4,12.5,2.0,,16,15.0,40.0,2,1859.0
762,16,12.3,25.0,61.0,8,15.0,39.0,7,1559.0
763,3,13.3,,94.0,8,15.0,40.0,2,1129.0
764,4,13.3,4.0,6.0,4,24.0,35.0,2,849.0
765,2,13.3,4.0,0.0,4,4.0,35.0,2,655.0
766,3,17.3,4.0,88.0,4,10.0,49.0,2,470.34
767,4,15.6,,98.0,16,,63.0,2,1099.0
768,15,13.3,7.0,65.0,8,15.0,40.0,2,1599.0
769,2,15.6,4.0,88.0,4,10.0,32.0,4,298.0
770,4,15.6,2.0,65.0,16,15.0,22.0,2,1181.27
771,15,15.0,7.0,65.0,16,15.0,,2,1799.0
772,9,14.0,20.0,0.0,4,4.0,35.0,2,1020.0
773,4,15.6,2.0,43.0,8,10.0,54.0,2,1099.0
774,1,12.5,4.0,0.0,4,15.0,35.0,2,1244.0
775,3,15.6,7.0,65.0,12,20.0,52.0,2,839.0
776,5,15.6,,48.0,16,27.0,74.0,8,2370.0
777,2,14.0,5.0,90.0,4,4.0,40.0,2,636.0
778,13,14.0,2.0,43.0,16,27.0,57.0,2,2899.0
779,3,15.6,28.0,16.0,8,4.0,32.0,2,581.9
780,4,17.3,5.0,43.0,32,,59.0,2,3588.8
781,3,17.3,5.0,98.0,16,,58.0,2,2350.0
782,9,14.0,5.0,81.0,16,27.0,50.0,2,1764.0
783,5,15.6,4.0,,8,10.0,30.0,1,329.0
784,5,14.0,2.0,65.0,16,27.0,40.0,2,2299.0
785,7,14.0,5.0,43.0,16,,57.0,2,1891.0
786,7,15.6,2.0,8.0,8,,54.0,2,1089.0
787,5,15.6,5.0,43.0,4,10.0,54.0,2,999.0
788,2,17.3,5.0,43.0,16,,57.0,2,2299.0
789,4,15.6,2.0,8.0,8,15.0,54.0,2,985.0
790,3,15.6,2.0,43.0,8,,,2,1339.0
791,12,14.0,28.0,66.0,4,21.0,31.0,2,202.9
792,5,13.3,6.0,65.0,8,27.0,40.0,2,1970.0
793,5,15.6,7.0,94.0,8,15.0,,2,959.0
794,0,12.0,17.0,12.0,8,26.0,37.0,3,1165.0
795,5,14.0,,94.0,8,15.0,40.0,2,2330.0
796,3,14.0,4.0,66.0,4,21.0,31.0,2,299.0
797,4,15.6,4.0,94.0,8,4.0,40.0,2,810.0
798,5,13.9,6.0,65.0,8,15.0,40.0,2,1349.0
799,4,15.6,2.0,6.0,8,15.0,17.0,2,739.0
800,1,15.6,2.0,43.0,8,15.0,75.0,2,2064.9
801,3,15.6,2.0,94.0,8,15.0,40.0,2,1099.0
802,4,13.3,2.0,94.0,8,15.0,40.0,2,1499.0
803,4,15.6,14.0,8.0,8,15.0,54.0,2,1749.0
804,4,11.6,4.0,88.0,4,4.0,32.0,2,744.0
805,1,12.5,4.0,29.0,8,15.0,40.0,2,1389.0
806,9,15.6,4.0,0.0,4,24.0,35.0,2,780.0
807,1,15.6,4.0,71.0,8,20.0,,2,629.0
808,4,15.6,,43.0,16,27.0,55.0,2,1679.0
809,5,15.6,2.0,94.0,4,10.0,48.0,2,609.0
810,1,17.3,5.0,43.0,12,10.0,26.0,2,1749.0
811,7,17.3,2.0,43.0,16,,58.0,2,2415.0
812,15,13.3,2.0,94.0,8,15.0,40.0,2,1499.0
813,4,15.6,2.0,65.0,8,10.0,53.0,2,961.0
814,4,15.6,2.0,94.0,8,15.0,16.0,2,789.81
815,5,14.0,2.0,65.0,8,15.0,40.0,2,1859.0
816,13,12.5,13.0,,16,27.0,40.0,2,1799.0
817,1,11.6,4.0,68.0,4,7.0,29.0,7,385.0
818,4,17.3,5.0,43.0,16,,57.0,2,2505.02
819,4,14.0,4.0,0.0,4,24.0,35.0,2,755.0
820,5,15.6,4.0,6.0,4,24.0,35.0,2,489.9
821,9,14.0,4.0,94.0,4,4.0,40.0,2,1090.0
822,5,14.0,5.0,65.0,8,27.0,40.0,2,2499.0
823,7,15.6,2.0,8.0,8,15.0,54.0,2,1199.0
824,5,14.0,5.0,94.0,8,14.0,40.0,2,1875.0
825,9,14.0,4.0,91.0,4,4.0,33.0,2,499.0
826,3,13.3,,94.0,8,15.0,40.0,2,1358.0
827,4,14.0,4.0,6.0,4,24.0,35.0,2,585.0
828,2,11.6,20.0,68.0,4,21.0,29.0,7,355.0
829,2,14.0,5.0,90.0,8,4.0,40.0,2,619.0
830,13,17.3,14.0,73.0,32,27.0,60.0,2,5499.0
831,5,14.0,24.0,81.0,16,27.0,35.0,2,2099.0
832,3,15.6,2.0,94.0,4,10.0,,4,519.0
833,5,14.0,2.0,0.0,8,15.0,35.0,2,1186.0
834,5,14.0,5.0,29.0,8,15.0,40.0,2,1650.0
835,4,15.6,2.0,43.0,16,,58.0,2,2774.63
836,3,17.3,2.0,43.0,16,,58.0,2,2419.0
837,9,15.6,4.0,90.0,4,24.0,40.0,2,669.0
838,5,14.0,4.0,89.0,4,7.0,29.0,7,325.0
839,3,15.6,2.0,94.0,8,3.0,40.0,2,590.0
840,3,17.3,2.0,98.0,16,,57.0,2,1799.0
841,4,17.3,5.0,43.0,32,,58.0,2,3072.89
842,1,17.3,19.0,94.0,8,10.0,51.0,2,910.0
843,4,15.6,4.0,94.0,8,4.0,40.0,2,713.99
844,1,14.0,2.0,79.0,8,27.0,35.0,8,1870.0
845,4,15.6,2.0,65.0,4,15.0,16.0,2,739.0
846,1,11.6,21.0,66.0,4,21.0,31.0,7,615.0
847,3,13.3,5.0,0.0,8,27.0,,2,1026.0
848,1,13.3,7.0,94.0,8,15.0,40.0,2,2277.0
849,1,14.0,2.0,79.0,8,27.0,35.0,2,1468.0
850,1,15.6,4.0,68.0,4,4.0,29.0,1,299.0
851,3,15.6,2.0,43.0,16,,57.0,2,1899.0
852,4,17.3,2.0,65.0,8,10.0,22.0,4,865.0
853,5,14.0,5.0,43.0,8,15.0,53.0,2,1903.0
854,3,15.6,5.0,65.0,8,15.0,,2,787.0
855,4,15.6,2.0,94.0,8,4.0,40.0,2,945.0
856,3,15.6,4.0,88.0,4,10.0,32.0,2,449.0
857,1,13.3,7.0,,8,15.0,40.0,2,2559.0
858,4,13.3,7.0,0.0,8,10.0,35.0,2,649.0
859,5,15.6,2.0,60.0,4,10.0,35.0,1,469.0
860,5,15.6,5.0,94.0,8,10.0,40.0,2,850.66
861,1,15.6,2.0,29.0,8,15.0,,2,1349.0
862,9,13.3,2.0,94.0,4,4.0,40.0,2,1285.0
863,5,15.6,5.0,8.0,8,10.0,54.0,1,1017.0
864,4,13.3,11.0,50.0,16,27.0,43.0,2,2240.0
865,1,15.6,2.0,0.0,4,24.0,35.0,2,910.0
866,9,13.3,4.0,0.0,8,15.0,35.0,2,1095.0
867,5,13.3,6.0,65.0,8,15.0,40.0,2,1950.0
868,2,14.0,5.0,94.0,8,15.0,40.0,2,902.0
869,4,15.6,2.0,43.0,8,10.0,80.0,2,1778.0
870,5,15.6,4.0,94.0,4,24.0,40.0,2,1055.0
871,5,15.6,2.0,6.0,4,10.0,18.0,1,479.0
872,9,15.6,5.0,65.0,8,15.0,40.0,2,1388.0
